Date,Open,High,Low,Close,Adj Close,Volume
2022-06-13,1000.090027,1010.140015,994.859985,1010.140015,1010.140015,7131700000
2022-06-14,1000.820007,1019.530029,1000.530029,1019.530029,1019.530029,7322000000
2022-06-15,1015.559998,1025.000000,1005.960022,1014.119995,1014.119995,5951300000
2022-06-16,1025.160034,1034.410034,1013.140015,1017.890015,1017.890015,6964000000
2022-06-17,1004.979980,1008.450012,990.750000,997.900024,997.900024,5775900000
2022-06-20,997.909973,1006.789978,986.000000,1006.789978,1006.789978,6417100000
2022-06-21,1006.780029,1019.049988,1004.369995,1018.039978,1018.039978,4793800000
2022-06-22,1018.049988,1021.070007,1005.169983,1008.760010,1008.760010,4032100000
2022-06-23,1008.760010,1015.549988,999.929993,1013.219971,1013.219971,3544800000
2022-06-24,1013.239990,1023.859985,1012.090027,1018.989990,1018.989990,5067600000
2022-06-27,1019.000000,1022.630005,1003.539978,1010.739990,1010.739990,3501900000
2022-06-28,1010.750000,1010.900024,1000.460022,1007.640015,1007.640015,3243600000
2022-06-29,1007.640015,1010.760010,995.710022,995.710022,995.710022,2898800000
2022-06-30,995.710022,1004.190002,990.840027,991.940002,991.940002,3414800000
2022-07-01,991.940002,997.409973,970.309998,974.330017,974.330017,2980000000
